# Created by Octave 3.2.4, Fri Aug 26 11:09:19 2016 CEST <strawlab@flycube5>
# name: corresp
# type: matrix
# rows: 378
# columns: 7
 -0.228793762715575 -0.7460792642652665 -1.343912610133953 1 376.19882 386.74854 1
 -0.2290163189333488 -0.7482046470776081 -1.344323706363456 1 376.29382 386.62372 1
 -0.2287181157357689 -0.7486430600251756 -1.34483987989125 1 376.3913 386.70532 1
 -0.231820364352133 -0.7515497886459634 -1.345878696528247 1 376.28351 386.60825 1
 -0.2394562924827811 -0.7547869402374426 -1.346658202379062 1 374.76581 387.31012 1
 -0.2431537107156174 -0.7543623675952625 -1.346058334420546 1 374 387.73642 1
 -0.2567645711247253 -0.7610501367877351 -1.348195619537807 1 371.5 388.9375 1
 -0.2685263459543062 -0.7633831371235482 -1.348206920418134 1 368.99472 390.22223 1
 -0.272590655646526 -0.7673570640932748 -1.349006875646935 1 368.35376 390.14624 1
 -0.2818865373807519 -0.7704656522459195 -1.346104576570147 1 365.97839 390.31891 1
 -0.3029613464877715 -0.7572712776502432 -1.320480426535898 1 355.34171 390.53769 1
 -0.3137109193601662 -0.7499615594716791 -1.31041946668817 1 350.80264 391.23026 1
 -0.3247379298159838 -0.7414835063735065 -1.299254656721103 1 345.72726 392.00568 1
 -0.3326816185236226 -0.7339946401930622 -1.289008588896871 1 341.45651 392.52173 1
 -0.335971389072968 -0.7303182168270397 -1.285334763253229 1 340 392.66922 1
 -0.3407073408393818 -0.7262544226564647 -1.27867500065167 1 337.51382 392.60773 1
 -0.3387654271511363 -0.7227657071900797 -1.279720084352462 1 338.21518 393.29114 1
 -0.3395409900268239 -0.7103139171374828 -1.276025182446988 1 336.81046 394.73203 1
 -0.3375905791843719 -0.6997819744446842 -1.272603445840678 1 336.35294 395.62567 1
 -0.3443157882858728 -0.7134809581245318 -1.27629056332727 1 335.80722 394.98795 1
 -0.3702550907968194 -0.74460706419286 -1.277364623452814 1 330.96091 393.29608 1
 -0.3976753899940598 -0.77775648066102 -1.283551433333193 1 326.42712 392.49246 1
 -0.4288130958471111 -0.8090365404157662 -1.289050364462634 1 320.42157 392.47549 1
 -0.4691888046201475 -0.8451198579246172 -1.288300575174331 1 310.83472 391.23141 1
